name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
Monash University Lorelle and Tom Krulis Exchange Grant in Jewish Studies 2020,Undergraduate and postgraduate students,Australia,Always Open,"AUD 2,000","Monash University, Australia invites applications for Monash University Lorelle and Tom Krulis Exchange Grant in Jewish Studies 2020 from undergraduate and postgraduate students who have been accepted for a semester abroad at one of the partner institutions of Monash University to study Jewish Studies. The aim of this scholarship is to support the students so that they can learn more about the culture, literature, politics, and histories of Jewish civilization. Selected students will get AUD 2,000.",media@monash.edu,+61 3 9903 4788,https://www.monash.edu/,other,"{'Original website': 'https://www.monash.edu/', 'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/lorelle-and-tom-krulis-exchange-grant-in-jewish-studies-5793?international=true'}","Monash University
Victoria 3800
Australia
Phone: +61 3 9903 4788
Email: media@monash.edu"
Monash University Gordon Preston Pure Mathematics Honours Scholarship 2020,Honours applicants,Australia,Always Open,"AUD 5,000 for one year","Monash University, Australia invites applications for Monash University Gordon Preston Pure Mathematics Honours Scholarship 2020 from undergraduate applicants. The scholarship aims to support the study of students who want to further their passion for pure mathematics through the research study. Selected students will receive AUD 5,000 for one year.",media@monash.edu,+61 3 9903 4788,https://www.monash.edu/,other,"{'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/gordon-preston-pure-mathematics-honours-5689?international=true', 'Original website': 'https://www.monash.edu/'}","Monash University
Victoria 3800
Australia
Phone: +61 3 9903 4788
Email: media@monash.edu"
Monash International Merit Scholarship 2020,Undergraduate and postgraduate degree applicants,Australia,Always Open,"AUD 10,000 per annum","Monash University, Australia invites applications for Monash International Merit Scholarship 2020 from current and future students intending to pursue an undergraduate or postgraduate course at Monash University. A total of 31 selected students will receive a benefit of AUD 10,000 per annum.",Null,1800 666 274,https://www.monash.edu/,other,"{'Original website': 'https://www.monash.edu/', 'Latest scholarship link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/international-merit-5770?international=true', 'Apply online link': 'https://docs.google.com/forms/d/e/1FAIpQLSfgqQA20MmcS9tu1az8IEK9CJcnFTBEDy7oTVTPZsmjMcLHaw/viewform'}","Monash University
Victoria 3800
Australia
Phone: 1800 666 274, +61 3 9903 4788"
Monash University Ian Little Honours Scholarship 2020,B.Com. (Hons.) and Bachelor of Economics (Hons.) applicants,Australia,Always Open,"AUD 15,000","Monash University, Australia is offering IanLittle Honours Scholarship 2020 to students who wish to pursue an Honours degree in Economics from Monash Business School. This scholarship award is intended to provide financial assistance to the deserving and meritorious students. Selected one scholar will receive AUD 15,000 for one year under this scholarship scheme.",Null,1800 666 274,https://www.monash.edu/,other,"{'Original website': 'https://www.monash.edu/', 'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/ian-little-honours-scholarship-5769?international=true'}","Monash University
Victoria 3800
Australia
Phone: 1800 666 274, +61 3 9903 4788"
Monash University Biomedicine International Articulation Scholarship 2020,Bachelor of Biomedical Science applicants,Australia,Always Open,"AUD 3,000 per annum","Monash University, Australia invites applications for Monash University Biomedicine International Articulation Scholarship 2020 from students commencing the Bachelor of Biomedical Science course at the Clayton campus of the university. Selected students will receive AUD 3,000 per annum for a maximum of three years.",media@monash.edu,+61 3 9903 4788,https://www.monash.edu/,other,"{'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/biomedicine-international-articulation-scholarship?international=true', 'Original website': 'https://www.monash.edu/'}","Monash University
Victoria 3800
Australia
Phone: +61 3 9903 4788
Email:
media@monash.edu"
Monash University Engineering Excellence Scholarship 2020,Engineering undergraduate students,Australia,Always Open,"AUD 6,000 per annum","Monash University, Australia invites applications for Monash University Engineering Excellence Scholarship 2020 from engineering undergraduate students. The scholarship aims to support commencing Engineering students and is awarded based on academic achievement. Selected students will get AUD 6,000 per annum for a maximum duration of four years.",media@monash.edu,+61 3 9903 4788,https://www.monash.edu/,other,"{'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/engineering-excellence-4093A?international=true', 'Original website': 'https://www.monash.edu/'}","Monash University
Victoria 3800
Australia
Phone: +61 3 9903 4788
Email:
media@monash.edu"
Monash University Master of Professional Engineering International Scholarship 2020,Master's degree applicants,Australia,Always Open,"AUD 10,000","Monash University, Australia invites applications for Monash University Master of Professional Engineering International Scholarship 2020 from international students enrolling in the Master of Professional Engineering program at Monash campus. Selected students will get AUD 10,000 per 48 credit points of study for a maximum of two years.",media@monash.edu,+61 3 9903 4788,https://www.monash.edu/,other,"{'Original website': 'https://www.monash.edu/', 'Apply online link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/master-of-professional-engineering-international-scholarship?international=true#scholarship-details'}","Monash University
Victoria 3800
Australia
Phone: +61 3 9903 4788
Email: media@monash.edu"
"Jai Bhim Mukhyamantri Pratibha Vikas Yojna, Delhi 2020",Coaching classes students,India,Always Open,"Up to INR 1,00,000","Council of Ministers, Government of NCT of Delhi invites applications forJai Bhim Mukhyamantri Pratibha Vikas Yojna, Delhi 2020from students studying in the coaching institutes of Delhi and having a family income less than INR 8,00,000 per annum. This scholarship aims to support the study of all the needy students who wish to make their dream come true.",dscstschscheme.delhi@gov.in,011-23379511,http://scstwelfare.delhigovt.nic.in/wps/wcm/connect/DoIT_Welfare/welfare/home/,monetary,"{'here': 'http://scstwelfare.delhigovt.nic.in/wps/wcm/connect/ad842f004b536ad390d6b069afcf294d/Jai+Bheem.pdf?MOD=AJPERES&lmod=526996447&CACHEID=ad842f004b536ad390d6b069afcf294d&Jai%20Bheem%20Guidelines/Format', 'Original website': 'http://scstwelfare.delhigovt.nic.in/wps/wcm/connect/DoIT_Welfare/welfare/home/', 'Latest scholarship link': 'http://scstwelfare.delhigovt.nic.in/wps/wcm/connect/ad842f004b536ad390d6b069afcf294d/Jai+Bheem.pdf?MOD=AJPERES&lmod=526996447&CACHEID=ad842f004b536ad390d6b069afcf294d&Jai%20Bheem%20Guidelines/Format'}","Department for the welfare of SCs, STs, OBCs, and Minorities,
Government of NCT of Delhi, B Block,
2nd Floor, Vikas Bhawan,
I.P. Estate, New Delhi-110002,
Phone-
011-23379511,
Email-
dscstschscheme.delhi@gov.in"
J.C Bose Grant for Scientist and Engineers 2025,Scientists,India,Closed,"Research grant of ₹25,000 per month and an overhead of ₹1,00,000 per annum","J.C Bose Grant for Scientist and Engineers 2025 is an opportunity offered by the Anusandhan National Research Foundation (ANRF), formerly the Science & Engineering Research Board (SERB), to outstanding scientists/researchers. It aims to recognise the performance and contributions of such individuals. The grant provides an annual research grant of ₹25 lakh and an annual overhead of ₹1 lakh.Source:Anusandhan National Research Foundation",support@anrfonline.in,Null,https://anrfonline.in/ANRF/,monetary,"{'Latest scholarship link': 'https://anrfonline.in/ANRF/jcbose_anrf', 'Apply online link': 'https://anrfonline.in/ANRF/'}","Anusandhan National Research Foundation (ANRF)
4th Floor, AI Block, Technology Bhawan Complex
New Mehrauli Road, New Delhi-110016
Email ID:
support@anrfonline.in
| Phone Number:
(011) 26552197/26552179"
Institute Post Doctoral Fellowship - IIT Ropar 2020,PhD degree holders,India,Always Open,"INR 45,000 - INR 55,000 and other benefits","IIT Ropar invites applications for Institute Post Doctoral Fellowship - IIT Ropar 2020 from PhD degree holders to join as a Post Doctoral Fellow in the various Departments/Centres of IIT Ropar. The fellowship aims to encourage bright minds to carry out research programmes at IIT Ropar. The selected fellows will receive a consolidated fellowship of INR 45,000 to INR 55,000 (depending upon the qualification and experience) and other benefits.",Null,Null,http://www.iitrpr.ac.in/logo-iit-ropar,monetary,"{'click here': 'http://www.iitrpr.ac.in/institute-post-doctoral-fellowship', 'Apply online link': 'http://www.iitrpr.ac.in/sites/default/files/ApplicationForm_3_0.pdf', 'Latest scholarship link': 'http://www.iitrpr.ac.in/institute-post-doctoral-fellowship', 'Original website': 'http://www.iitrpr.ac.in/logo-iit-ropar'}","Address:
Indian Institute of Technology Ropar,
Nangal Road, Rupnagar,
Punjab, India 140001."
"Faculty of Engineering Dean's Merit Scholarship 2020, Canada",Undergraduate applicants,Canada,Always Open,"CAD 4,000 to 5,000","The University of Ottawa invites applications for Faculty of Engineering Dean's Merit Scholarship 2020 from commencing engineering students of the university. This scholarship aims to recognize the outstanding newly admitted students at the Faculty of Engineering. The selected student will receive up to CAD 5,000.",loansandawards@uOttawa.ca,613-562-5734,https://www.uottawa.ca/,other,"{'Apply online link': 'https://scholarships.uottawa.ca/', 'Original website': 'https://www.uottawa.ca/', 'Latest scholarship link': 'https://www.uottawa.ca/financial-aid-awards/scholarships-and-bursaries', 'Others': 'https://scholarships.uottawa.ca/p/a/17541/'}","Financial Aid and Awards
Desmarais Building
55 Laurier Avenue East, Room 3156
Ottawa, ON K1N 6N5
Canada
Phone:
613-562-5734
Email:
loansandawards@uOttawa.ca"
Deakin India 20% Postgraduate Bursary 2021,Postgraduate degree applicants,Australia,Always Open,20% tuition fee waiver,"Deakin University, Australia invites applications for Deakin India 20% Postgraduate Bursary 2021 from Indian graduate students. The purpose of this bursary is to assist deserving students in paying for their university fees and all study costs. The selected students will receive 20% of their total tuition fees.",southasia@deakin.edu.au,+61 3 9244 6100,https://www.deakin.edu.au,tuition_waiver,"{'Others': 'https://www.deakin.edu.au/courses/key-dates', 'Latest scholarship link': 'https://www.deakin.edu.au/courses/fees-scholarships/scholarships/find-a-scholarship/deakin-india-pg20-bursary', 'Original website': 'https://www.deakin.edu.au'}","Deakin University
Locked Bag 20000
Geelong VIC 3220
Australia
Phone: +61 3 9244 6100
Email: southasia@deakin.edu.au"
Deakin Vice Chancellor’s International Scholarship 2020,Postgraduate coursework applicants,Australia,Always Open,Full or 50% tuition fees waiver,"Deakin University, Australia invites applications for Deakin Vice Chancellor’s International Scholarship 2020 from students commencing a coursework degree at the university. The aim of this scholarship is to recognize the students with excellent academic performance and potential to make a leading contribution to the university and its campuses. Selected students will get full or 50% tuition fees reduction and other benefits.",deakin-international@deakin.edu.au,+61 3 9627 4877,https://www.deakin.edu.au,tuition_waiver,"{'click here': 'https://www.deakin.edu.au/courses/fees-scholarships/scholarships/find-a-scholarship/deakin-vice-chancellors-international-scholarship', 'Latest scholarship link': 'https://www.deakin.edu.au/courses/fees-scholarships/scholarships/find-a-scholarship/deakin-vice-chancellors-international-scholarship', 'Original website': 'https://www.deakin.edu.au'}","Deakin University
Locked Bag 20000
Geelong VIC 3220
Australia
Phone: +61 3 9627 4877
Email:
deakin-international@deakin.edu.au"
Deakin University International Scholarship 2020,Postgraduate coursework applicants,Australia,Always Open,25% tuition fee reduction,"Deakin University, Australia invites applications for Deakin University International Scholarship 2020 from students commencing a coursework degree at the university. The aim of this scholarship is to recognize the students with excellent academic performance and potential to make a leading contribution to the university and its campuses. Selected students will get a 25% reduction in tuition fees for the normal duration of the course.",deakin-international@deakin.edu.au,+61 3 9627 4877,https://www.deakin.edu.au,tuition_waiver,"{'click here': 'https://www.deakin.edu.au/courses/fees-scholarships/scholarships/find-a-scholarship/deakin-international-scholarship', 'Original website': 'https://www.deakin.edu.au', 'Latest scholarship link': 'https://www.deakin.edu.au/courses/fees-scholarships/scholarships/find-a-scholarship/deakin-international-scholarship'}","Deakin University
Locked Bag 20000
Geelong VIC 3220
Australia
Phone: +61 3 9627 4877
Email:
deakin-international@deakin.edu.au"
Arthur F. Church Entrance Scholarships,Undergraduate degree applicants,Canada,Always Open,"CAD 10,000","University of Waterloo, Canada invites applications for Arthur F. Church Entrance Scholarships from outstanding students enrolling in the first year of the undergraduate engineering program at the Faculty of Engineering. The purpose of this scholarship is to encourage meritorious students to attend the university and pursue engineering studies. Under this scholarship scheme, two exceptional students, one from Mechatronics Engineering and one from Computer Engineering or Systems Design Engineering will be awarded CAD 10,000.",Null,519-888-4567,https://uwaterloo.ca,other,"{'Original website': 'https://uwaterloo.ca', 'Latest scholarship link': 'https://uwaterloo.ca/undergraduate-entrance-awards/awards/arthur-f-church-entrance-scholarships'}","University of Waterloo
200 University Avenue West
Waterloo, Ontario, N2L 3G1
Phone: 519-888-4567"
UTS Science International Scholarship for Australian Year 12 Students 2020,Undergraduate applicants,Australia,Always Open,"AUD 5,000","The University of Technology, Sydney (UTS) invites applications for UTS Science International Scholarship from Australian Year 12 Students 2020 from undergraduate applicants. Through this scholarship, the university aims to attract outstanding students to pursue an undergraduate program at the Faculty of Science at UTS. Selected students will receive scholarship of AUD 5,000 towards the tuition fees for the first session of study.",Julia.Shelley@uts.edu.au,+61 9514 7561,https://www.uts.edu.au,other,"{'click here': 'https://www.uts.edu.au/sites/default/files/scholarship-attachments/322974_%24S1_RSPRWD_2018%20SCI_IntAwardForAustYear12Excellence_CoA_PUBLISHED.pdf', 'Latest scholarship link': 'https://www.uts.edu.au/scholarship/uts-science-international-scholarship-australian-year-12-students', 'Others': 'https://www.uts.edu.au/sites/default/files/scholarship-attachments/322974_%24S1_RSPRWD_2018%20SCI_IntAwardForAustYear12Excellence_CoA_PUBLISHED.pdf', 'Original website': 'https://www.uts.edu.au'}","Julia Shelley
International Development Manager
Faculty of Science
Phone: +61 9514 7561
Email: Julia.Shelley@uts.edu.au"
UTS Postgraduate Academic Excellence Scholarship 2019,Postgraduate coursework applicants,Australia,Always Open,"AUD 5,000 towards tuition fees","University of Technology, Sydney invites applications for Postgraduate Academic Excellence Scholarship 2019 from graduate students. The scholarship aims to attract meritorious students to commence postgraduate coursework program at the university. Selected students will get AUD 5,000 towards the tuition fees of the first session of coursework.",reps@uts.edu.au,+61 2 9514 1531,https://www.uts.edu.au,tuition_waiver,"{'click here': 'https://www.uts.edu.au/sites/default/files/2019-06/CoA%20PG%20Academic%20Excellence%20Scholarship%20v1.01_PUBLISHED.pdf', 'Latest scholarship link': 'https://www.uts.edu.au/scholarship/postgraduate-academic-excellence-scholarship', 'Original website': 'https://www.uts.edu.au'}","UTS International
Phone: +61 2 9514 1531
Email: reps@uts.edu.au"
UniSA Vice Chancellor's International Excellence Scholarship 2020,Undergraduate and postgraduate degree applicants,Australia,Always Open,50% fee reduction,The University of South Australia (UniSA) invites applications for Vice Chancellor's International Excellence Scholarship 2020 from undergraduate and postgraduate applicants. The selected students will receive50% tuition fees reductionfor up to four years of their undergraduate or postgraduate study programs.,Null,+61 8 8302 0114,https://international.unisa.edu.au,tuition_waiver,"{'Latest scholarship link': 'https://international.unisa.edu.au/scholarships-and-sponsorships/vice-chancellors-international-excellence-scholarship/', 'Original website': 'https://international.unisa.edu.au', 'Others': 'https://international.unisa.edu.au/contentassets/c576211dce764d59bc4efb53978a9a22/vc-scholarship-application-form.pdf'}","UniSA International University of South Australia,
GPO Box 2471, Adelaide, South Australia 5001, Australia
Phone: +61 8 8302 0114"
University of Adelaide Global Citizens Scholarship 2020,Undergraduate and postgraduate applicants,Australia,Always Open,Up to 30% tuition fee reduction,The University of Adelaide invites applications for Global Citizens Scholarship 2020 from international students commencing undergraduate or postgraduate degree. The scholarship aims to support students to pursue higher studies. Selected students will receive a 15% to 30% reduction in tuition fee for the standard duration of the chosen undergraduate or postgraduate degree.,Null,+61 8 8313 7335,https://international.adelaide.edu.au,tuition_waiver,"{'click here': 'https://international.adelaide.edu.au/system/files/media/documents/2019-09/uofa-2020-global-citizens-scholarship-tcs.pdf', 'Others': 'https://international.adelaide.edu.au/system/files/media/documents/2019-09/uofa-2020-global-citizens-scholarship-tcs.pdf', 'Original website': 'https://international.adelaide.edu.au', 'Latest scholarship link': 'https://international.adelaide.edu.au/admissions/scholarships/the-university-of-adelaide-global-citizens-scholarship#exclusions'}","The University of Adelaide
Adelaide, South Australia
5005 Australia
Phone: +61 8 8313 7335"
ANU College of Business & Economics International Undergraduate Scholarship 2020,Undergraduate applicants,Australia,Always Open,100% international fee tuition waiver,Australian National University invites applications for ANU College of Business & Economics International Undergraduate Scholarship 2020 from class 12 passed students who wish to pursue an undergraduate program at the ANU College of Business & Economics. The goal of the scholarship is to reward meritorious students and to support their educational outcomes in terms of the development of professional skills and to prepare them for higher study or employment as well. Recipients of this scholarship would get 100% international full tuition fee waiver.,scholarships.cbe@anu.edu.au,+61 1800 620 032,https://www.anu.edu.au,tuition_waiver,"{'click here': 'https://www.anu.edu.au/files/financial-support-option/CBE%20International%20Undergraduate%20Scholarship%205222018.pdf', 'Others': 'https://www.anu.edu.au/files/financial-support-option/CBE%20International%20Undergraduate%20Scholarship%205222018.pdf', 'Original website': 'https://www.anu.edu.au', 'Latest scholarship link': 'https://www.anu.edu.au/study/scholarships/find-a-scholarship/anu-college-of-business-economics-international-undergraduate'}","The Australian National University
Canberra ACT 2600 Australia
Phone: +61 1800 620 032, +61 2 6125 7257
Email:
scholarships.cbe@anu.edu.au"
"Research School of Finance, Actuarial Studies and Statistics India Undergraduate Merit Scholarship 2020",Undergraduate applicants,Australia,Always Open,"AUD 10,000 per annum","Australian National University invites applications for Research School of Finance, Actuarial Studies and Statistics India Undergraduate Merit Scholarship2020 from class 12 passed students of India. The scholarship aims to attract high-achieving students from India to pursue undergraduate studies in the field of Finance, Actuarial Studies, and Statistics at the University. The selected scholars will receive AUD 10,000per annum for their study program duration.",scholarships.cbe@anu.edu.au,+61 1800 620 032,https://www.anu.edu.au,other,"{'click here': 'https://www.anu.edu.au/files/financial-support-option/RSFAS%20India%20UG%20Merit%20Scholarship%20COA%20%285852017%29.pdf', 'Others': 'https://www.anu.edu.au/files/financial-support-option/RSFAS%20India%20UG%20Merit%20Scholarship%20COA%20%285852017%29.pdf', 'Original website': 'https://www.anu.edu.au', 'Latest scholarship link': 'https://www.anu.edu.au/study/scholarships/find-a-scholarship/research-school-of-finance-actuarial-studies-and-statistics-1'}","The Australian National University
Canberra ACT 2600 Australia
Phone: +61 1800 620 032, +61 2 6125 7257
Email: scholarships.cbe@anu.edu.au"
Post-Doctoral Fellowship at ARIES,PhD degree holders,India,Always Open,"INR 36,000 per month","The Aryabhatta Research Institute of Observational Sciences (ARIES), Uttarakhand is inviting applications from PhD degree holders for Post-Doctoral Fellowship at ARIES. The aim of the fellowship is to offer financial support to the fellows to carry out Post-Doctoral research in the fields of Astronomy & Astrophysics or Atmospheric Sciences. Successful candidates will be offered a fellowship amount of INR 36,000 per month.",directoraries@aries.res.in,+91-5942-270700,https://www.aries.res.in,monetary,"{'Original website': 'https://www.aries.res.in', 'Latest scholarship link': 'https://www.aries.res.in/academics/pdf.html'}","Aryabhatta Research Institute of Observational Sciences (ARIES),
Manora Peak,
Nainital – 263 002,
Uttarakhand,
India
Phone
: +91-5942-270700
Email
:
directoraries@aries.res.in"
University of Adelaide International Alumni Scholarship 2019,Alumni of the University of Adelaide,Australia,Always Open,Waiver of 25% on annual tuition fee,"TheUniversity of Adelaideinvites applications forInternational Alumni Scholarship 2019from international graduates of the University's undergraduate and postgraduate programs who have demonstrated their passion for learning and loyalty to the University by commencing in a second, third or fourth degree at the University. The scholarship recipients can benefit from awaiver of 25%on the annual tuition fee for each year of the program.",ask@adelaide.edu.au,+61 8 8313 7335,https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-alumni-scholarship-international,tuition_waiver,"{'more details here': 'https://international.adelaide.edu.au/sites/default/files/docs/2019-alumni-scholarship-tcs.pdf', 'Latest scholarship link': 'https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-alumni-scholarship-international', 'Others': 'https://international.adelaide.edu.au/sites/default/files/docs/2019-alumni-scholarship-tcs.pdf'}","The University of Adelaide
Adelaide, South Australia
5005 Australia
Phone: +61 8 8313 7335
Email: ask@adelaide.edu.au"
University of Adelaide Higher Education Scholarship for International Students 2019,Undergraduate and postgraduate applicants,Australia,Always Open,Waiver of 25% on annual tuition fee,TheUniversity of Adelaideinvites applications forHigher Education Scholarship for International Students 2019from international students interested in pursuing an undergraduate or postgraduate degree at the University. The scholarship will be offered to international students who have demonstrated their passion for learning and loyalty to Australian education by successfully completing an AQF-recognised course or program at an Australian higher education institution prior to commencing their degree at the University of Adelaide. The scholarship recipients can benefit from awaiver of 25%on the annual tuition fee for each year of the program.,ask@adelaide.edu.au,+61 8 8313 7335,https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-higher-education-scholarship-international,tuition_waiver,"{'more details here': 'https://international.adelaide.edu.au/sites/default/files/docs/2019-higher-education-scholarship-tcs.pdf', 'Apply online link': 'https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-higher-education-scholarship-international', 'Others': 'https://international.adelaide.edu.au/sites/default/files/docs/2019-higher-education-scholarship-tcs.pdf'}","The University of Adelaide
Adelaide, South Australia
5005 Australia
Phone: +61 8 8313 7335
Email: ask@adelaide.edu.au"
University of Adelaide Matching Scholarship for International Students 2019,Undergraduate and postgraduate international students,Australia,Always Open,Waiver of 15% on annual tuition fee,TheUniversity of Adelaideinvites applications forMatching Scholarship for International Students 2019from international students interested in pursuing an undergraduate or postgraduate degree at the University. The scholarship opportunity is for students who hold a valid scholarship offer from another university but are still interested in considering the University of Adelaide as a potential study option. The scholarship recipients can benefit from a waiver of 15% on the annual tuition fee for each year of the program.,ask@adelaide.edu.au,+61 8 8313 7335,https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-matching-scholarship-international/apply,tuition_waiver,"{'more details here': 'https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-matching-scholarship-international', 'Apply online link': 'https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-matching-scholarship-international/apply', 'Latest scholarship link': 'https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-matching-scholarship-international', 'Others': 'http://international.adelaide.edu.au/sites/default/files/docs/2019-scholarship-matching-program-tcs.pdf'}","The University of Adelaide
Adelaide, South Australia
5005 Australia
Phone: +61 8 8313 7335
Email: ask@adelaide.edu.au"
University of Adelaide Family Scholarship for International Students 2019,Undergraduate and postgraduate coursework students,Australia,Always Open,Waiver of 25% on annual tuition fee,TheUniversity of Adelaideinvites applications forFamily Scholarship for International Students 2019from international students interested in pursuing anundergraduate or postgraduate degreeat the University. The scholarship opportunity is for students who are eitherspouse or immediate familyof an existing University of Adelaide student or alumnus. The scholarship recipients can benefit from awaiver of 25%on the annual tuition fee for each year of the program.,ask@adelaide.edu.au,+61 8 8313 7335,https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-family-scholarship-international/apply,tuition_waiver,"{'more details here': 'https://international.adelaide.edu.au/sites/default/files/docs/2019-family-scholarship-tcs.pdf', 'Latest scholarship link': 'https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-family-scholarship-international', 'Apply online link': 'https://international.adelaide.edu.au/admissions/scholarships/the-2019-university-of-adelaide-family-scholarship-international/apply', 'Others': 'https://international.adelaide.edu.au/sites/default/files/docs/2019-family-scholarship-tcs.pdf'}","The University of Adelaide
Adelaide, South Australia
5005 Australia
Phone: +61 8 8313 7335
Email: ask@adelaide.edu.au"
Shriram Automall Education Scholarship Programme 2019,Class 8 to 12 students,India,Always Open,"Up to INR 3,500 per year","Shriram Automall Education Scholarship Programme 2019is an initiative by the Shriram Automall India Limited (SAMIL) to support the education of needy children of truck drivers and commercial vehicle owners. The programme aims to eliminate any disruptions for students in pursuing education from 8th to 12th standard. By providing financial aid, the organisation aims to give back to the transporter fraternity.",contact@samil.in,+91-11-41414444,https://www.samil.in/wp-content/uploads/2013/08/SAMIL-EDUCATION-SPONSORSHIP-FORM-2.pdf,monetary,"{'Latest scholarship link': 'https://www.samil.in/education-scholarship-programme-by-shriramautomall', 'Apply online link': 'https://www.samil.in/wp-content/uploads/2013/08/SAMIL-EDUCATION-SPONSORSHIP-FORM-2.pdf', 'Others': 'https://www.samil.in/wp-content/uploads/2013/08/Scholarship-Handbill-Hindi-Web.pdf'}","Shriram Automall India Limited
709, Best Sky Tower, F-5, Netaji Subhash Place,
Pitampura, Delhi-110034
Phone: +91-11-41414444
Email: contact@samil.in"
"Long Term Fellowships, EMBO 2019",PhD degree holders,Germany,Always Open,Stipend and other allowances,"EMBO is offering Long Term Fellowships, EMBO 2019 to PhD degree holders. The EMBO Long-Term Fellowships are awarded for a period of up to two years and support post-doctoral research visits to laboratories throughout Europe and the world. The selected fellows receive a stipend and other allowances under this fellowship programme.",communications@embo.org,+49 6221 88910,https://www.embo.org/,monetary,"{'Apply online link': 'http://applications.embo.org/01/register.php?reg=S019', 'Original website': 'https://www.embo.org/', 'Latest scholarship link': 'https://www.embo.org/funding-awards/fellowships/long-term-fellowships#about'}","EMBO
Meyerhofstrasse 1,
69117 Heidelberg, Germany
Phone: +49 6221 88910
Email: communications@embo.org"
"Otago Council Inc Scholarship 2019, New Zealand",Research Master's degree applicants,New Zealand,Always Open,One off payment of NZD 3000,"TheUniversity of Otagois offeringOtago Council Inc Scholarship 2019to students who wish to pursue a Research Master's Degree. The students must undergo research and data collection in the Otago region in the following fields: agriculture, pastoral, forestry, fishing, transport, communications, mining, energy, construction, scientific development and natural resources. The selected candidates can avail a scholarship worthNZD 3000.",gradresearch@otago.ac.nz,64 3 479 3077,https://www.otago.ac.nz/,other,"{'click here': 'https://www.otago.ac.nz/graduate-research/scholarships/master/otago013798.pdf', 'Latest scholarship link': 'https://www.otago.ac.nz/study/scholarships/database/search/otago624694.html', 'Apply online link': 'https://www.otago.ac.nz/graduate-research/scholarships/master/index.html', 'Original website': 'https://www.otago.ac.nz/', 'Others': 'https://evision.otago.ac.nz/sitsvision/wrd/siw_lgn'}","Graduate Research School
PO Box 56
Dunedin 9054
New Zealand
Phone: 64 3 479 3077
Email: gradresearch@otago.ac.nz"
"DST Postdoctoral Fellowship in Nano Science and Technology, JNCASR 2019",PhD degree holders,India,Always Open,"Monthly stipend of INR 55,000 and contigency grant","Jawaharlal Nehru Center for Advanced Scientific Research (JNCASR) is inviting applications from PhD degree holders to apply for theDST Postdoctoral Fellowships in Nano Science and Technology, JNCASR 2019and avail fellowship worthINR 55,000 per monthfor 2 years. This highly prestigious fellowship is tenable in Research Institutions/Universities including non-profit R&D institutions anywhere in India.",academic@jncasr.ac.in,Null,	http://www.jncasr.ac.in/,monetary,"{'Original website': '\thttp://www.jncasr.ac.in/', 'Apply online link': 'http://www.jncasr.ac.in/opportunities_single.php?get_vacancies_id=103&archiv=1'}","The Administrative Officer
DST Postdoctoral Fellowship in NST
Jawaharlal Nehru Centre for Advanced Scientific Research
Jakkur P.O.
Bangalore 560 064
Email: academic@jncasr.ac.in"
Aryabhatta Post-Doctoral Fellowship (APDF) at ARIES,PhD Degree Holders,India,Always Open,"INR 75,000 per month and other benefits",Aryabhatta Research Institute of Observational Sciences invites applications for Aryabhatta Post-Doctoral Fellowship (APDF) at ARIES from PhD degree holders in Astronomy and Astrophysics/Atmospheric Sciences. The key objective of the fellowship is to encourage candidates with outstanding academic records to carry out post-doctoral research at ARIES. The fellowship is initially tenable for 2 years which can be further extended to one more year after the successful review.,directoraries@aries.res.in,Null,https://www.aries.res.in,monetary,"{'Apply online link': 'https://www.aries.res.in/academics/apdf.html', 'Original website': 'https://www.aries.res.in'}","Aryabhatta Research Institute of Observational Sciences (ARIES)
Manora Peak
Nainital-263002
Uttarakhand (India)
Email: directoraries@aries.res.in"
