name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
"Umbrella Scheme for Education of ST Students, Pre-Matric Scholarship, Jammu and Kashmir 2024-25",ST students studying in Classes 9 and 10,India,Closed,A monthly scholarship of up to ₹350 for 10 months and other grants,"Umbrella Scheme for Education of ST Students, Pre-Matric Scholarship, Jammu and Kashmir 2024-25 is an initiative of the Ministry of Tribal Affairs, Government of India, for students studying in Class 9 and 10. The scholarship aims to support the education of these students to reduce the incidence of drop-out, especially in the transition from the elementary to the secondary stage. The selected candidates will receive a monthly scholarship of ₹350 for 10 months and other grants.Source:National Scholarship Portal (NSP)",Null,Null,https://scholarships.gov.in/,monetary,"{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/J&K/Guidelines_3055.pdf', 'Others': 'https://scholarships.gov.in/allschemesdomicile', 'Apply online link': 'https://scholarships.gov.in/'}","Ministry of Tribal Affairs, Government of India
Rajendra Prasad Road, Shastri Bhawan
New Delhi - 110001"
Manohar Parrikar Goa Scholars Scheme 2024-25,Students of Goa pursuing higher studies,India,Closed,"A scholarship of ₹8,00,000 for study in India and USD 25,000 for study abroad","Manohar Parrikar Goa Scholars Scheme 2024-25 is an opportunity provided by the Department of Education, Art, and Culture, Government of Goa, to students of Goa pursuing higher studies. The scholarship aims to encourage meritorious students to pursue quality education in and outside of India by providing financial aid in the form of scholarships. The selected candidates will receive a scholarship of ₹8,00,000 for study in India and USD 25,000 for study abroad.Source:Government of Goa",dir-dhe.goa@nic.in,Null,https://www.dhe.goa.gov.in/,monetary,"{'Apply online link': 'https://www.dhe.goa.gov.in/resource/getSchemesDetail/206/', 'Original website': 'https://www.dhe.goa.gov.in/'}","Directorate of Higher Education
Goa Education Complex, Alto-Porvorim
Goa 403 521
Email ID:
dir-dhe.goa@nic.in
| Phone Number:
(0832) 2410824/2415585"
"Maintenance Allowance for Students Studying in Sainiki School, Maharashtra 2024-25",SC students studying in Sainik school,India,Closed,"₹15,000 per annum","Maintenance Allowance for Students Studying in Sainiki School, Maharashtra 2024-25 is an initiative of the Social Justice and Special Assisstance, Government of Maharashtra, to provide financial help to SC category students studying at government or private Sainik school. The selected students will receive an annual maintenance allowance of up to ₹15,000 for 10 months.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,022-22843665,https://mahadbt.maharashtra.gov.in/,monetary,"{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51ABF885E4275F10C92', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/'}","Social Justice and Special Assistance, Government of Maharashtra
1st Floor, Annex Building,
Mantralay, Madam Cama Road,
Hutatma Rajguru Chowk,
Nariman Point, Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in
|
Phone Number:
022-22843665, 220231652"
"Government of India Pre-Matric Scholarship, Maharashtra 2024-25",Students studying in Class 9 and 10,India,Closed,"Up to ₹350 per month and Ad hoc Grant of ₹1,000","Government of India Pre-Matric Scholarship, Maharashtra 2024-25 is an initiative of the Social Justice and Special Assisstance, Government of Maharashtra, for SC category students studying Class 9 and 10 at government or private instituitions. The selected students will receive a monthly scholarship of ₹350 and Adhoc grant up to ₹1,000.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,022-22843665,https://mahadbt.maharashtra.gov.in/,monetary,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A1DD7FE9893041576'}","Social Justice and Special Assistance, Government of Maharashtra
1st Floor, Annex Building,
Mantralay, Madam Cama Road,
Hutatma Rajguru Chowk,
Nariman Point, Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in
| Phone Number:
022-22843665, 220231652"
"Vyasakabi Fakirmohan Bhasabruti Scholarship, Odisha 2024-25",Students of Odisha studying in UG or PG level,India,Closed,"Scholarship of up to ₹30, 000 (one-time)","Vyasakabi Fakirmohan Bhasabruti Scholarship, Odisha 2024-25 is an initiative of the Higher Education Department, Government of Odisha, for students studying in UG or PG level in Odisha. This scheme aims to encourage meritorious students to undertake higher educational pursuits at both undergraduate and postgraduate levels in the Odia language. The selected candidates will receive a one-time financial grant of up to ₹30,000.Source:State Scholarship Portal - Government Of Odisha",scholarshiphedgov@gmail.com,Null,https://scholarship.odisha.gov.in/,monetary,"{'Latest scholarship link': 'https://scholarship.odisha.gov.in/website/scholarship-details', 'Original website': 'https://scholarship.odisha.gov.in/', 'Apply online link': 'https://scholarship.odisha.gov.in/website/scholarship-list'}","Department of Higher Education,
Government of Odisha, Bhubaneswar -751001
Email ID:
scholarshiphedgov@gmail.com |
Phone number:
(0674)-2396550"
Nehru Trust's UK Travel Awards 2025-26,"Scholars and professionals working in museums, galleries, universities or other specified institutions",United Kingdom,Closed,"Up to 1,500 GBP  towards expenses and/or airfare from and to India","Nehru Trust's UK Travel Awards 2024 is an opportunity offered by the Nehru Trust for the Indian Collection at the Victoria and Albert Museum (NTICVA)* for scholars or professionals working in museums, galleries, universities, or other specified institutions concerned with the preservation, study and display of India's art and cultural heritage. The selected candidates will receive a maximum of 1,500 GBP as a part-cost contribution towards the maintenance and/or airfare from and to India.*Nehru Trust for the Indian Collection at the Victoria and Albert Museum (NTICVA) is constituted to encourage the study, preservation, and display of India's art and cultural heritage.Source:Nehru Trust for the Indian Collection at the Victoria and Albert Museum (NTICVA)",info@nehrutrustvam.org,Null,http://www.nehrutrustvam.org/,other,"{'Apply online link': 'http://www.nehrutrustvam.org/awards/uk-travel-awards', 'Original website': 'http://www.nehrutrustvam.org/'}","Nehru Trust for the Indian Collections at the Victoria & Albert Museum
The School of Arts and Aesthetics
SAA Building II
Jawaharlal Nehru University
New Delhi - 110067
Email ID:
info@nehrutrustvam.org"
"Post-Matric Scholarship for OBC Students, Tripura 2024-25",OBC category students studying at post-matric level,India,Closed,Monthly maintenance allowance up to ₹750 and other benefits,"Post-Matric Scholarship for OBC Students, Tripura 2024-25 is an initiative of the Ministry of Social Justice and Empowerment, Government of India for OBC category students studying at the post-matriculation level. The scholarship aims to aid students financially so they can pursue higher education. The selected students will receive a monthly maintenance allowance of up to ₹750 and other benefits for the complete duration of the course.Source:National Scholarship Portal",Null,Null,https://scholarships.gov.in/,monetary,"{'Latest scholarship link': 'https://scholarships.gov.in/public/schemeGuidelines/TRIPURA_PMS_OBC.pdf', 'Apply online link': 'https://scholarships.gov.in/', 'Others': 'https://scholarships.gov.in/allschemesdomicile'}","Ministry of Social Justice & Empowerment, Government of India
Room no. 202, 2nd floor C-wing,
Shastri Bhawan, New Delhi, Delhi-110001"
UCL India Excellence Scholarship 2025-26,Master's degree applicants,United Kingdom,Closed,"GBP 5,000 for one year (approximately ₹5,32,765)","UCL India Excellence Scholarship 2025-26 is an initiative of University College London (UCL) to support the education of bachelor's degree students from India. This scholarship aims to encourage Indian students with exceptional academic record to pursue full-time master's degree studies at UCL. A total of 33 selected candidates will receive a grant of £5,000 for one year (approximately ₹5,32,765).Source:University College London (UCL)",studentfunding@ucl.ac.uk,0207 679 0004,https://www.ucl.ac.uk/,monetary,"{'Original website': 'https://www.ucl.ac.uk/', 'Apply online link': 'https://www.ucl.ac.uk/scholarships/ucl-india-excellence-scholarship'}","University College London,
Gower Street, London WC1E 6BT,
United Kingdom (UK)
Email ID:
studentfunding@ucl.ac.uk
(for general queries),
studentfundingadvice@ucl.ac.uk
(for student funding adviser enquiries)
| Phone number:
0207 679 0004"
Max Medical Scholarship Programme 2025,NEET qualifiers,India,Closed,Tuition fees support and additional benefits,"Max Medical Scholarship Programme 2025 is an opportunity provided by the *Max Healthcare Foundation to qualifiers of the NEET examination. This programme aims to encourage and support the aspirations of next-generation medical professionals. The selected candidates will receive support for tuition fees and additional benefits.*The Max Healthcare Foundation aims to empower talented students from economically weaker backgrounds to pursue medical education. The foundation strives to bring attention to community welfare in education, skill training, water recharge & rejuvenation, and health awareness.Source:Max Healthcare Foundation",mhf@maxhealthcare.com,92688 80303,https://www.maxhealthcarefoundation.org/,tuition_waiver,"{'Apply online link': 'https://www.maxhealthcarefoundation.org/max-medical-scholarship-programme/', 'Original website': 'https://www.maxhealthcarefoundation.org/'}","Max Healthcare Foundation
Email ID:
mhf@maxhealthcare.com
| Phone Number: (+91)
92688 80303"
Charles Wallace India Trust Short Research Grants 2025-26,Researchers from India,United Kingdom,Closed,"GBP 1,750 (one-time) towards living expenses","Charles Wallace India Trust Short Research Grants 2025-26 is an opportunity offered by the Charles Wallace India Trust (CWIT)* in support of the British Council India, to Indian academic research scholars and professionals working in the arts or heritage conservation sectors. The selected scholars will receive a financial grant of GBP 1,750 to each researcher, towards the costs of their stay in the UK.*Established in 1981, Charles Wallace India Trust provides financial grants to Indian nationals, living in India and studying or working in the arts, heritage conservation, or humanities.Source:Charles Wallace India Trust (CWIT)",info@charleswallaceindiatrust.com,Null,https://www.charleswallaceindiatrust.com/,other,"{'Original website': 'https://www.charleswallaceindiatrust.com/', 'Apply online link': 'https://www.charleswallaceindiatrust.com/research'}","Charles Wallace India Trust
c/o Evelyn Partners
22 Wycombe End, Beaconsfield
Buckinghamshire, HP9 1NB
Email ID:
info@charleswallaceindiatrust.com"
Education Scholarship Scheme for Army Personnel (ESSA) 2025,Wards of serving Army personnel studying in Class 9 to PG level,India,Closed,"Up to ₹10,000 per annum and a certificate","Education Scholarship Scheme for Army Personnel (ESSA) 2025 is an initiative of the Army Welfare Education Society (AWES)* to provide financial assistance to wards of serving Army personnel studying in Classes 9 to PG level (professional/general courses). The selected students will receive up to ₹10,000 per annum and a merit certificate.*The Army Welfare Education Society (AWES) is a regulatory body that manages and ensures education facilities for children of Indian Army personnel through Local Military Authorities.Source:Education Scholarship Scheme for Army Personnel (ESSA)",essa.aweshq@awesindia.edu.in,1126151564,https://armywelfare.mygetepay.com/,mixed,"{'Apply online link': 'https://scholarship.awesindia.com/', 'Latest scholarship link': 'https://armywelfare.mygetepay.com/', 'Original website': 'https://armywelfare.mygetepay.com/'}","Army Welfare Education Society (AWES)
Education Scholarship Scheme for Army Personnel (ESSA)
Email ID:
essa.aweshq@awesindia.edu.in |
Phone number:
(+91) 1126151564, 1126152642, 1126152642"
Think Big Undergraduate Scholarship University of Bristol 2025,Postgraduate applicants at the University of Bristol,United Kingdom,Closed,"Up to GBP 13,000 towards tuition fees and other awards","Think Big Undergraduate Scholarship University of Bristol 2025 is an opportunity offered by the University of Bristol to Indian students pursuing an undergraduate course at the university. The selected students will receive up to GBP 13,000 towards tuition fees and other awards.Source:University of Bristol",nternational-scholarships@bristol.ac.uk,117 928 9000,https://www.bristol.ac.uk/,tuition_waiver,"{'Apply online link': 'https://www.bristol.ac.uk/students/support/finances/scholarships/think-big-undergraduate/', 'Original website': 'https://www.bristol.ac.uk/'}","University of Bristol
Beacon House
Queens Road
Bristol, BS8 1QU, UK
Email ID:
i
nternational-scholarships@bristol.ac.uk
| Phone Number:
+44 (0)117 928 9000"
University of Derby GREAT Scholarships 2025-26,Postgraduate applicants,United Kingdom,Closed,"A financial support of GBP 10,000 for one year of study","University of Derby GREAT Scholarships 2025-26 is an opportunity offered by the University of Derby in partnership with the British Council and the GREAT Britain Campaign. Under this programme, students from India will receive financial support of GBP 10,000 (each student) for one year of postgraduate study in the UK.Source:University of Derby",study@derby.ac.uk,1332 590500,https://www.derby.ac.uk/,other,"{'Apply online link': 'https://www.derby.ac.uk/study/fees-finance/scholarships/great-scholarships/', 'Original website': 'https://www.derby.ac.uk/'}","University of Derby
Kedleston Road, Derby
DE22 1GB
Email ID:
study@derby.ac.uk
|
Phone Number:
+44(0)1332 590500"
Radboud Scholarship Programme 2025-26,English-taught Master’s degree applicants,Abroad,Closed,"A tuition fee reduction to €2,530 and other expenses","Radboud Scholarship Programme 2025-26 is an opportunity offered by Radboud University, for students who are willing to pursue an English-taught Master's programme at the university. The selected students will receive reduced tuition fees and additional benefits.Source:Radboud University",scholarships@ru.nl,Null,http://www.ru.nl/,tuition_waiver,"{'Apply online link': 'https://www.ru.nl/en/education/scholarships/radboud-scholarship-programme', 'Original website': 'http://www.ru.nl/'}","Radboud University
Houtlaan 4
6525 XZ Nijmegen
Email ID:
scholarships@ru.nl"
Vice-Chancellor’s Excellence Postgraduate Scholarship 2025-26,Students pursuing selected master’s program,United Kingdom,Closed,Up to 50% off of tuition fees,Vice-Chancellor’s Excellence Postgraduate Scholarship 2025-26 is an opportunity provided by Newcastle University to students pursuing selected master’s degree programs at the university. The scholarship aims to financially assist outstanding students in completing their studies. The selected candidates will receive up to 50% waiver on tuition fees.Source:Newcastle University,scholarship.applications@ncl.ac.uk,+44 191 208 8107,https://www.ncl.ac.uk/,tuition_waiver,"{'Apply online link': 'https://www.ncl.ac.uk/postgraduate/fees-funding/search-funding/?code=vces25', 'Original website': 'https://www.ncl.ac.uk/'}","Newcastle University
Newcastle upon Tyne
NE1 7RU
Email ID:
scholarship.applications@ncl.ac.uk
| Phone Number:
+44 191 208 8107/5537"
Japanese Government Scholarships (Japanese Studies Students) 2025,Students pursuing Japanese studies at selected universities,Japan,Closed,"JPY 1,17,000 per month and other benefits","Japanese Government Scholarships (Japanese Studies Students) 2025 is an opportunity provided by the Ministry of Education, Culture, Sports, Science and Technology (MEXT), Japanese government to students pursuing Japanese studies for one year at designated universities. The selected candidates will receive a scholarship of JPY 1,17,000 per month and other benefits.Source:Embassy of Japan in India",jpembjic@nd.mofa.go.jp,+91-11-4610-4810,https://www.in.emb-japan.go.jp/itprtop_en/index.html,other,"{'Original website': 'https://www.in.emb-japan.go.jp/itprtop_en/index.html', 'Latest scholarship link': 'https://www.studyinjapan.go.jp/en/_mt/2024/12/1_2025Application_Guidelines_for_Japanese_Studies_Students.pdf', 'Apply online link': 'https://www.in.emb-japan.go.jp/education/Japanese_Studies_Student.html'}","Embassy of Japan in India
50-G Shantipath
Chanakyapuri
New Delhi-110021
India
Email ID:
jpembjic@nd.mofa.go.jp
| Phone Number:
+91-11-4610-4810/2412-2970-2"
"Shahid Madho Singh Haath Kharcha Yojna, Odisha 2024-25",ST students of classes 9 and 11,India,Closed,"One -time incentive of ₹5,000","Shahid Madho Singh Haath Kharcha Yojna, Odisha 2024-25 is an opportunity provided by the ST&SC and MBC Welfare Department, Odisha government to the Scheduled Tribe (ST) community pursuing studies in classes 9 and 11. The scheme aims to reduce dropout rates by encouraging students with a financial incentive. The selected candidates will receive a one-time incentive of ₹5,000.Source:Odisha State Scholarship Portal",scholarshipstsc@gmail.com,1800 3456770,https://scholarship.odisha.gov.in/website/home,monetary,"{'Apply online link': 'https://scholarship.odisha.gov.in/website/scholarship-details', 'Original website': 'https://scholarship.odisha.gov.in/website/home'}","ST & SC Development, Minorities & Backward Classes Welfare Department
Lok Seba Bhawan (Odisha Secretariat)
Bhubaneswar-751001
Email ID:
scholarshipstsc@gmail.com
| Phone Number:
155335/1800 3456770"
Future Research Talent Awards - India 2025-26,Indian citizens with high level academic ability and research potential,India,Closed,"An award of AUD 8,500","Future Research Talent Awards - India 2025-26 is a joint initiative of the ANU College of Science and Medicine, ANU College of Systems and Society and ANU College of Law, Governance and Policy. The scholarship aims to offer a valuable opportunity to India's talented researchers to form international linkage in the Sciences, Technology, Engineering, Mathematics, and Medical research fields. The selected candidates will receive AUD 8,500.Source:Australian National University",future.student@anu.edu.au,Null,https://science.anu.edu.au,other,"{'Original website': 'https://science.anu.edu.au', 'Apply online link': 'https://science.anu.edu.au/study/scholarships/future-research-talent-awards-india'}","International Relations and Partnerships
The Australian National University
Peter Baume Building #42, Linnaeus Way,
Canberra, Acton, 2601, Australia
Email ID:
future.student@anu.edu.au
,
frt.science@anu.edu.au
| Phone Number:
(+61 2) 6125 7257"
CSIR-CMERI Summer Internship 2025,Students enrolled in B.E./B.Tech. programs,India,Closed,A certificate of appreciation,CSIR-CMERI Summer Internship 2025 is an initiative of CSIR-Central Mechanical Engineering Research Institute for B.E./B.Tech graduate. This scheme aims to provide students a chance to gain invaluable experience by working on ongoing research projects at the institute. This opportunity will provide a hands-on experience in the emerging fields of research and a certificate.Source:CSIR-Central Mechanical Engineering Research Institute,hrd@cmeri.res.in,Null,https://www.cmeri.res.in/,non_monetary,"{'Latest scholarship link': 'https://www.cmeri.res.in/sites/default/files/announcement/Call-for-Summer-Internship-2025.pdf', 'Apply online link': 'https://www.cmeri.res.in/sites/default/files/announcement/Call-for-Summer-Internship-2025.pdf', 'Original website': 'https://www.cmeri.res.in/'}","CSIR-Central Mechanical Engineering Research Institute
Dr. Amit Ganguly
Head, Skill and Innovation Promotion Group
Mahatma Gandhi Avenue
Durgapur -713209
Email ID:
hrd@cmeri.res.in"
World Bank Internship 2025,Graduate students,Abroad,Closed,Hourly salary and other benefits,"World Bank Internship 2025 is an opportunity offered by the World Bank Group to students pursuing full-time studies. The internship provides development opportunities, fresh ideas, research experience, skill enrichment, professional networking, and a pathway for career growth. Selected candidates will receive hourly salary and other benefits.Source:World Bank Group",Null,Null,https://www.worldbank.org/ext/en/home,other,"{'Apply online link': 'https://www.worldbank.org/en/about/careers/programs-and-internships/internship', 'Original website': 'https://www.worldbank.org/ext/en/home'}","Headquarters
The World Bank
1818 H Street
NW Washington
DC 20433 USA
Phone Number: (202) 473-1000"
"APJ Abdul Kalaam Scholarship (APJAK), Kerala 2025-26",Students pursuing 3-year diploma course,India,Closed,"₹6,000 per annum","APJ Abdul Kalaam Scholarship (APJAK), Kerala 2025-26 is an opportunity offered by the Department of Minority Welfare, Government of Kerala to students belonging to minority communities of the state and pursuing 3-year diploma courses. This scholarship aims to support students from weaker sections in pursuing diploma courses from government/aided polytechnics. The selected candidates will receive financial help of ₹6,000 per annum.Source:Directorate of Minority Welfare",scholarship.mwd@gmail.com,Null,https://www.scholarship.minoritywelfare.kerala.gov.in/dmw_ma/dmw_ind.php,monetary,"{'Latest scholarship link': 'https://www.scholarship.minoritywelfare.kerala.gov.in/shared_area/dmw/APJAK/instruction/89980_apjak.pdf', 'Apply online link': 'https://www.scholarship.minoritywelfare.kerala.gov.in/dmw_ma/dmw_ind.php', 'Ask question': 'https://www.scholarship.minoritywelfare.kerala.gov.in/dmw_ma/dmwfaq.php?token_main=ad7c31fbeaf7dce2f82bcca9da384867'}","Directorate of Minority Welfare,
4th Floor, Vikas Bhavan,
Thiruvananthapuram - 695033
Email ID:
scholarship.mwd@gmail.com
| Phone Number:
(0471) 2302090/2300524"
"Pre-Matric Scholarship for ST, SC, OBC, EBC and SEBC Students, Odisha 2024-25",Odisha students studying in class 9 or 10,India,Closed,Financial assistance,"Pre-Matric Scholarship for ST, SC, OBC, EBC and SEBC Students, Odisha 2024-25 is an opportunity provided by the ST&SC and MBC Welfare Department of the Government of Odisha to students studying in class 9 or 10. The aim of this scholarship is to promote literacy and uninterrupted education at the pre-matric level and reduce the number of dropouts. Selected candidates will receive annual scholarships according to course duration.Source:Odisha State Scholarship Portal",scholarshipstsc@gmail.com,1800 3456770,https://scholarship.odisha.gov.in/website/home,other,"{'Apply online link': 'https://scholarship.odisha.gov.in/website/home', 'Others': 'https://scholarship.odisha.gov.in/website/how-to-apply', 'Ask question': 'https://scholarship.odisha.gov.in/website/faqs'}","ST & SC Development, Minorities & Backward Classes Welfare Department
Lok Seba Bhawan (Odisha Secretariat)
Bhubaneswar-751001
Email ID:
scholarshipstsc@gmail.com
| Phone Number:
155335/1800 3456770"
"Centrally Sponsored Pre-Matric Scholarship for ST Students (Class 9 & 10), Andaman and Nicobar 2024-25",ST students studying in Class 9 and 10,India,Closed,Up to ₹525 per month,"Centrally Sponsored Pre-Matric Scholarship for ST Students (Class 9 & 10), Andaman and Nicobar 2024-25 is an initiative of the Ministry of Tribal Affairs, Government of India, to provide financial aid to ST students of Classes 9 and 10. The scholarship aims to improve the participation of ST children in Classes 9 and 10 so that they perform better and have a better chance of progressing to the post-matric stage of education. The selected candidates will receive up to ₹525 per month.Source:National Scholarship Portal",Null,Null,https://scholarships.gov.in/,monetary,"{'Others': 'https://scholarships.gov.in/public/schemeGuidelines/Andaman/andaman_2051_F.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Ministry of Tribal Affairs, Government of India
Rajendra Prasad Road,Shastri Bhawan,
New Delhi-110001"
Prof. C.R. Rao National Award in Statistics 2024-25,Influential statisticians,India,Closed,"Cash prize of ₹5,00,000 and other awards","Prof. C.R. Rao National Award in Statistics 2024-25 is an opportunity provided by the Ministry of Statistics and Program Implementation to individuals with significant contributions in the field of statistics. The award aims to improve the system of official statistics in general and to develop innovative methods for solving the problems encountered in the field. The selected candidates will receive ₹5,00,000 and other awards.Source:Ministry of Statistics and Program Implementation",Null,Null,https://www.awards.gov.in/,monetary,"{'Latest scholarship link': 'https://www.mospi.gov.in/sites/default/files/Adv_CRRao_NationalAward_2024-25.pdf', 'Others': 'https://www.mospi.gov.in/announcements/applications-are-invited-prof-cr-rao-national-award-statistics-2024-25-national-awards#', 'Apply online link': 'https://www.awards.gov.in/'}",Ministry of Statistics and Program Implementation
The American India Foundation (AIF) Banyan Impact Fellowship 2025-26,Bachelor's degree holders or equivalent,India,Closed,A stipend to cover accommodation expenses and other benefits,"The American India Foundation (AIF) Banyan Impact Fellowship 2025-26 is an opportunity offered by the American India Foundation (a non-profit American organisation working in India) in partnership with Atlas Corps to bachelor's or equivalent degree holders. The selected candidates will get an opportunity to develop leadership skills and learn effective practices by serving full-time in the United States for 12 months. The candidates will receive a living stipend to cover basic expenses (food, local transportation, and shared housing), a monthly phone plan, emergency health and travel insurance, and round-trip international airfare.Source:American India Foundation",fellowship@aif.org,Null,https://aif.org/,mixed,"{'Apply online link': 'https://aif.org/fellowship/apply-for-service-in-india/', 'Ask question': 'https://aif.org/fellowship/faq/', 'Original website': 'https://aif.org/'}","American India Foundation
1003-1005, 10th Floor, DLF City Court, MG Road,
Near Sikanderpur Metro Station, Gurgaon
Haryana 122002
Email ID:
fellowship@aif.org"
Taiwan Government Scholarship Programme 2025,Students willing to pursue graduate and postgraduate studies in Taiwan,Abroad,Closed,"Tuition fee up to ₹1,00,000 and other benefits","Taiwan Government Scholarship Programme 2025 is an initiative by the Ministry of Education (MOE) Taiwan to students who are willing to pursue graduation and postgraduation level studies in Taiwan. The selected students will receive a scholarship covering tuition fees up to ₹1,00,000 per semester till the course completion and living allowances.Source:Republic of China Taiwan",hcwang@mofa.gov.tw,+36 1 2662884,https://www.taiwanembassy.org,mixed,"{'Latest scholarship link': 'https://www.roc-taiwan.org/uploads/sites/16/2022/01/2025-Taiwan-Scholarship-Guidelines.pdf', 'Apply online link': 'https://www.taiwanembassy.org/hu_hu/post/3690.html', 'Original website': 'https://www.taiwanembassy.org'}","Taipei Representative Office, Bratislava (TROB)
1088 Budapest, Rakoczi ut 1-3/II em
Hungary
Email ID:
hcwang@mofa.gov.tw, scholarship@tro.hu |
Phone Number:
+36 1 2662884/06 1 2662884"
Fulbright Teaching Excellence and Achievement Program 2025-26,Full-time school teachers,United States,Closed,Variable awards,"Fulbright Teaching Excellence and Achievement Program 2025-26 is an initiative by the United States-India Educational Foundation (USIEF) for full-time senior secondary school teachers in India. This fellowship is part of the overall Fulbright Program, named in honor of Senator J. William Fulbright.It is a 6 week, non-degree, non-credit academic program which will comprise up to six teachers from India to participate in the U.S. University.The selected participants will receive variable awards.Source:USIEF",info@usief.org.in,Null,https://www.usief.org.in,other,"{'Latest scholarship link': 'https://www.usief.org.in/uploadip/ip2026-27/FTEA_Application_Instructions.pdf', 'Original website': 'https://www.usief.org.in', 'Apply online link': 'https://fulbright.irex.org/Account/Login?ReturnUrl=%2F'}","United States-India Educational Foundation
12, Hailey Road
New Delhi - 110 001
Email ID:
info@usief.org.in"
Keele University GREAT Scholarships 2025-26,Master's applicants,India,Closed,"£10,000 (approximately ₹10,50,000) towards tuition fees","Keele University GREAT Scholarships 2025-26 is a combined initiative of Keele University and the British Council for students willing to pursue Master's in Business and Computing at Keele University in the 2025-26 academic year. This sceme aims to help the support students to access world-class higher education opportunities. The selected scholar will receive £10,000 (approximately ₹10,50,000) for tuition fees.Source:Keele University",enquiries@keele.ac.uk,1782 732000,https://www.keele.ac.uk/,mixed,"{'Apply online link': 'https://www.keele.ac.uk/study/postgraduatestudy/tuitionfeesandfunding/postgraduatefunding/postgraduatebursariesandscholarshipsinternational/greatscholarships/', 'Latest scholarship link': 'https://www.keele.ac.uk/study/postgraduatestudy/tuitionfeesandfunding/postgraduatefunding/postgraduatebursariesandscholarshipsinternational/greatscholarships/', 'Original website': 'https://www.keele.ac.uk/'}","Keele University,
Staffordshire, ST5 5BG
UK
Email ID: enquiries@keele.ac.uk (For International applicants) | Phone Number: (+44) (0)1782 732000"
The University of Manchester GREAT Scholarships 2025-26,Postgraduate applicants,India,Closed,"£10,000 towards tuition fees","The University of Manchester GREAT Scholarships 2025-26 is a combined initiative by the University of Manchester with the UK government’s GREAT Britain Campaign and the British Council for postgraduate degree applicants. The university is offering scholarships for eligible students from Bangladesh, France, Greece, India, Indonesia, Nigeria, Pakistan, Thailand, Turkey and Vietnam. The selected scholars will receive a scholarship worth £10,000 towards the tuition fees.Source:The University of Manchester",international@manchester.ac.uk,161 306 6000,https://www.manchester.ac.uk/,tuition_waiver,"{'Apply online link': 'https://www.manchester.ac.uk/study/international/finance-and-scholarships/funding/great-scholarships/', 'Latest scholarship link': 'https://documents.manchester.ac.uk/display.aspx?DocID=75006', 'Original website': 'https://www.manchester.ac.uk/'}","University of Manchester
Oxford Rd, Manchester
M13 9PL, UK
Email ID - international@manchester.ac.uk | Phone Number - (+44) (0) 161 306 6000"
Arturo Falaschi PhD Fellowships ICGEB 2025-26,M.Sc. degree holders,India,Closed,"A monthly stipend of US$ 1,122 (approx. ₹97,000) and other benefits","Arturo Falaschi PhD Fellowships ICGEB, New Delhi 2025-26 is an opportunity offered by the International Center for Genetic Engineering and Biotechnology (ICGEB) to highly motivated M.Sc. degree holders. The aim of this fellowship programme is to provide an opportunity for the fellows to obtain the “Doctor Philosophiae” (PhD) degree in the life sciences.The title can be awarded through a number of academic institutions of international standing, which include the Jawaharlal Nehru University in New Delhi. The selected fellows will receive a monthly stipend of US$ 1,122 (approximately ₹97,000) and other benefits.Source:ICGEB",fellowships@icgeb.org,Null,http://www.icgeb.org/,monetary,"{'Apply online link': 'https://www.icgeb.org/fellowships/arturo-falaschi-phd-fellowships-2024/', 'Others': 'https://www.icgeb.org/wp-content/uploads/2024/02/FAQs_Felloswhips_02022024.pdf', 'Original website': 'http://www.icgeb.org/', 'Latest scholarship link': 'https://www.icgeb.org/wp-content/uploads/2025/01/Fellowships_submission_guidelines_2025_FV.pdf'}","International Center for Genetic Engineering and Biotechnology (ICGEB)
ICGEB Campus, Aruna Asaf Ali Marg
New Delhi - 110 067, INDIA
Email ID:
fellowships@icgeb.org |
Phone Number:
(+91-11)-24363057"
