name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
"NSP Pre-Matric Scholarship to the Children of those Engaged in Occupations involving Cleaning and Prone to Health Hazards, Goa 2025",SC students of Class 1 to 10,India,30-Nov-2025,"A consolidated academic allowance up to ₹8,000 per annum and an extra allowance for disabled students","Pre-Matric Scholarship to the Children of those Engaged in Occupations involving Cleaning and Prone to Health Hazards, Goa 2025 is an initiative of the Ministry of Social Justice and Empowerment, Government of India, to support SC students whose parent(s)/guardian(s) are engaged in professions involving manual scavenging, flaying, waste picking, or other hazardous health occupations. The selected candidates will receive a consolidated academic allowance of up to ₹8,000 per annum.Source:scholarships.gov.in",Null,Null,https://scholarships.gov.in/,monetary,{'Apply online link': 'https://scholarships.gov.in/'},"Department of Social Justice & Empowerment
Room No. 637, A-Wing, Shastri Bhawan
New Delhi - 110001"
"NSP Post-Matric Scholarship for ST Students, Manipur 2025",ST students in Class 11 and above,India,30-Nov-2025,"A monthly maintenance allowance up to ₹1,200 and other benefits","Post-Matric Scholarship for ST Students, Manipur 2025, is an initiative of the Ministry of Tribal Affairs, Government of India, implemented by the Government of Manipur. This scholarship aims to provide financial assistance to state ST students to continue their post-matriculation or post-secondary studies. Selected candidates will receive a maintenance allowance of up to ₹1,200 and other benefits.Source:scholarships.gov.in",Null,Null,https://scholarships.gov.in/,monetary,{'Apply online link': 'https://scholarships.gov.in/'},"Ministry of Tribal Affairs, Government of India
Rajendra Prasad Road,Shastri Bhawan,
New Delhi-110001"
"NSP Pre-Matric Scholarship For ST Students (Class 9 & 10), Manipur 2025",ST Students stuyding in Class 9 and 10,India,30-Nov-2025,Up to ₹350 per month for 10 months and other benefits,"Pre-Matric Scholarship For ST Students (Class 9 & 10), Manipur 2025 is an initiative of the Ministry of Tribal Affairs, Government of India, to provide financial assistance to ST students of Class 9 and 10. The scholarship aims to support ST students and minimise the incidence of drop-out in the transition from the elementary to the secondary stage of education. The selected students will receive a scholarship of up to ₹350 per month for 10 months and other benefits.Source:scholarships.gov.in",Null,Null,https://scholarships.gov.in/,monetary,{'Apply online link': 'https://scholarships.gov.in/'},"Ministry of Tribal Affairs, Government of India
Rajendra Prasad Road,Shastri Bhawan,
New Delhi-110001"
Vahani Scholarship 2025-26,Class 12 students,India,01-Dec-2025,"Full tuition fees, stipend and other benefits","The Vahani Scholarship 2025-26 is an opportunity provided by the Vahani Group* to students of Class 12. This scholarship aims to help students from economically challenging backgrounds in India to continue their higher education. Selected students will receive full tuition fees, stipends and other benefits.*Vahani Scholarship is a non-profit organisation dedicated to empowering bright, underprivileged students from India by providing scholarships for them to attend top universities. The organisation selects exceptional students from Class 12 every year and aims to nurture future leaders who can inspire positive change in their communities.Source:Vahani Group",info@vahanischolarship.com,9999351969,https://www.vahanischolarship.com/,mixed,"{'Apply online link': 'https://www.vahanischolarship.com/application-process', 'Original website': 'https://www.vahanischolarship.com/', 'Latest scholarship link': 'https://www.vahanischolarship.com/scholarship-programme'}","Vahani Scholarship
Head Office
C- 20, First Floor, Defence Colony
New Delhi - 110024
Email ID:
info@vahanischolarship.com
| Phone Number:
(+91) 9999351969"
Plagiarism Search Scholarship 2025,Students pursuing studies in colleges/universities,India,20-Dec-2025,"A one-time scholarship of USD 1,000","Plagiarism Scearch Scholarship 2025-26 is an opportunity offered by Plagiarism Search, a highly-rated online plagiarism detector website. The scholarship targets students with good writing abilities who are currently enrolled or planning to enrol in a university or college in 2025. The selected candidates will receive a one-time scholarship of USD 1,000.Source:PlagiarismSearch",support@plagiarismsearch.com,Null,https://plagiarismsearch.com/,monetary,"{'Apply online link': 'https://plagiarismsearch.com/scholarship', 'Original website': 'https://plagiarismsearch.com/'}","PlagiarismSearch
System Technology Online Spain,
SL, Calle Pintor Perez Gil 2,
b.46 03540, Alicante, Spain
Email ID:
support@plagiarismsearch.com
| Phone Number:
1(888) 892-5809/502-0650"
"Post-Matric Scholarship For General, Minorities, SC, ST, And OBC, Uttar Pradesh 2025",Postmatric applicants,,20-Dec-2025,"Up to ₹13,500 per year","The Post-Matric Scholarship For General, Minorities, SC, ST, And OBC, Uttar Pradesh 2025 is offered by the Government of Uttar Pradesh. It aims to provide financial support towards meritorious and needy students pursuing post-matric studies. Selected candidates will receive up to ₹13,500 per year.Source:scholarship.up.gov.in",Null,Null,https://scholarship.up.gov.in/,monetary,{'Apply online link': 'https://scholarship.up.gov.in/'},"Government of Uttar Pradesh
Phone Number:
(0522) 3538700, 2288861, 2286150"
Vice-Chancellor’s International Excellence Scholarship for India 2025,Undergraduate or Postgraduate applicants,India,31-Dec-2025,"Scholarship up to NZD$15,000 towards tuition fees","Vice-Chancellor’s International Excellence Scholarship for India 2025 is an opportunity offered by the University of Waikato, New Zealand to provide financial assistance to students who are enrolled in undergraduate or postgraduate programmes. The selected candidates will a scholarship up to NZD15,000 (₹7,46,558 approximately) towards tuition fees. Successful recipients are also expected to become global ambassadors for the University of Waikato.Source:University of Waikato New Zealand",international@waikato.ac.nz,Null,https://www.waikato.ac.nz/,mixed,"{'Original website': 'https://www.waikato.ac.nz/', 'Latest scholarship link': 'https://www.waikato.ac.nz/assets/Uploads/Study-with-us/Scholarships/Find-a-Scholarship/VCIES-India-2025.pdf', 'Apply online link': 'https://www.waikato.ac.nz/study/scholarships/find-a-scholarship/vice-chancellors-international-excellence-scholarship-for-india/'}","University of Waikato
Hillcrest, Hamilton 3216,
New Zealand
Email ID:
international@waikato.ac.nz
|
Contact Number
- (+64) 7807 9275"
National Overseas Scholarship Scheme 2025-26,"Students belonging to the SC, DNT & Semi-Nomadic Tribes, Landless Agricultural Labourers, & Traditional Artisans category",India,31-Mar-2026,"An annual maintenance allowance of USD 15,400 and other benefits","National Overseas Scholarship Scheme 2025-26 is an initiative of the Ministry of Social Justice and Empowerment, Government of India, for students belonging to Scheduled Caste (SC), Denotified Nomadic and Semi-Nomadic Tribes, Landless Agricultural Labourers and Traditional Artisan categories. The scheme provides financial assistance to students belonging to the aforementioned categories for pursuing a Master's or Ph.D. degree at accredited universities abroad in any field of study. Selected candidates will receive an annual maintenance allowance of USD 15,400 and other benefits.Source:nosmsje.gov.in",so-nos-msje@gov.in,Null,https://www.nosmsje.gov.in/nosmsje/,monetary,"{'https://www.topuniversities.com/university-rankings/world-universityrankings/2025': 'https://www.google.com/url?sa=E&source=gmail&q=https://www.topuniversities.com/university-rankings/world-university-rankings/2024', 'Apply online link': 'https://www.nosmsje.gov.in/nosmsje/'}","Ministry of Social Justice and Empowerment
Department of Social Justice and Empowerment
Government of India
Room No. 202, 2nd-floor C-wing, Shastri Bhawan
New Delhi, Delhi - 110001
Email ID:
so-nos-msje@gov.in |
Phone Number:
(011) 23384023 (All working days 3 PM to 5 PM)"
Ministry of Panchayati Raj (MoPR) Internship Scheme 2024,"Students enrolled in Undergraduate, Graduate, or Postgraduate degree programs, or Research Scholars pursuing Doctoral (Ph.D.) or Post-doctoral degree",India,31-Mar-2026,"A monthly stipend of ₹7,000 and other benefits","The Ministry of Panchayati Raj (MoPR) Internship Scheme 2024 is an opportunity offered by the Ministry of Panchayati Raj (MoPR) for undergraduate, graduate, postgraduate, doctoral, and postdoctoral students, as well as research scholars, to gain valuable experience. Interns will be placed within program divisions of the MoPR working on the Rashtriya Gram Swaraj Abhiyan (RGSA) initiative. They will be expected to utilise an evidence-based approach to conduct work related to various thematic interventions under the RGSA scheme. Selected candidates will receive a monthly stipend of ₹7,000 and a certificate of completion.Source:Ministry of Panchayat Raj",ap.nagar@gov.in,Null,https://panchayat.gov.in/,monetary,"{'Original website': 'https://panchayat.gov.in/', 'Apply online link': 'https://serviceonline.gov.in/serviceLinkHome.html?serviceToken=YLJPO0wfYF&newLink=N&%3Ccsrf:token%20uri=%27serviceLinkHome.html%27/%3E'}","Ministry of Panchayati Raj
11th Floor, Jeevan Prakash Building
25, K. G. Marg
New Delhi - 110001
Email ID:
ap.nagar@gov.in"
Classic IAS Academy Affordable Coaching Program 2024-25,Students seeking to pursue an IAS coaching program,India,31-Mar-2026,"₹22,000 (66% waiver on the actual fee)",,Null,Null,,mixed,{},Null
Abel Visiting Scholarship 2025,Ph.D. degree holders in Mathematics,Abroad,30-Apr-2026,"A one-time grant of up to $5,000 for a month & other benefits","Abel Visiting Scholarship 2025 is an opportunity offered by the Commission for Developing Countries (CDC) of the International Mathematical Union (IMU)* and fully funded by the Abel Prize in Mathematics. This scholarship program is designed for post-doctoral mathematicians in the early stages of their careers. It provides funding for one-month research visits as collaborators at international institutions. Extensions are available based on requirements. Selected candidates will receive a grant of up to $5,000 for a month and other benefits.The International Mathematical Union (IMU)* is an international non-governmental and non-profit scientific organisation.Source:International Mathematical Union",grants@mathunion.org,30203 72430,https://www.mathunion.org/,monetary,"{'Apply online link': 'https://www.mathunion.org/cdc/grants/research-travel-grants/abel-visiting-scholar-program', 'Original website': 'https://www.mathunion.org/'}","International Mathematical Union Secretariat
Hausvogteiplatz 11A
Berlin - 10117, Germany
Email ID:
grants@mathunion.org
|
Phone number:
(+49) 30203 72430"
IISER Berhampur Post-Doctoral Research Fellowship (PDRF) 2025-26,Ph.D. degree holders,India,31-Dec-2026,"A stipend of up to ₹67,000 and other benefits","IISER Berhampur Post Doctoral Research Fellowship (PDRF)2025-26 is an initiative by the Indian Institute of Science Education and Research, Berhampur (IISER Berhampur) for Post-Doctoral research fellowship in the Department of Biological Sciences, Chemical Sciences, Mathematical Sciences, Physical Sciences, Earth & Environmental Sciences and Computer Science. The selected applicants will receive a fellowship of up to ₹67,000 and other benefits.Source:IISER Berhampur",faculty_rec@iiserbpr.ac.in,+91 6802227707,https://www.iiserbpr.ac.in/,monetary,"{'Original website': 'https://www.iiserbpr.ac.in/', 'Latest scholarship link': 'https://www.iiserbpr.ac.in/webcontrol/uploads/job/ADVERTISEMENT_20240911181911_8603.pdf', 'Apply online link': 'https://www.iiserbpr.ac.in/career/postdoc'}","IISER Berhampur,
Government ITI Premises, NH-59
Engineering School Junction,
Berhampur, Dist.- Ganjam, Odisha-760010
Email ID:
faculty_rec@iiserbpr.ac.in |
Phone Number:
+91 6802227707"
